# timestamps [seconds],pts
750460.523232,1297750
750460.541414,1298942
750460.558129,1300037
750460.573478,1301043
750460.590602,1302165
750460.610024,1303438
750460.628228,1304631
750460.648280,1305945
750460.666026,1307108
750460.683429,1308249
750460.702110,1309473
750460.722024,1310778
750460.740204,1311970
750460.759319,1313222
750460.778770,1314497
750460.797190,1315704
750460.814294,1316825
750460.826809,1317645
750460.842732,1318689
750460.860300,1319840
750460.878108,1321007
750460.889424,1321749
750460.909510,1323065
750460.927019,1324212
750460.944140,1325335
750460.957389,1326203
750460.974576,1327329
750460.993959,1328599
750461.012476,1329813
750461.028908,1330890
750461.046390,1332035
750461.066682,1333365
750461.085020,1334567
750461.104266,1335828
750461.122439,1337019
750461.140618,1338211
750461.147098,1338635
750461.161481,1339578
750461.178179,1340672
750461.193620,1341684
750461.210687,1342803
750461.228424,1343965
750461.246193,1345130
750461.261637,1346142
750461.280729,1347393
750461.298320,1348546
750461.316256,1349721
750461.325430,1350322
750461.346021,1351672
750461.361963,1352717
750461.380177,1353910
750461.398253,1355095
750461.418568,1356426
750461.439910,1357825
750461.459951,1359138
750461.480689,1360497
750461.499151,1361707
750461.520433,1363102
750461.539612,1364359
750461.558504,1365597
750461.577839,1366864
750461.598323,1368206
750461.618443,1369525
750461.638061,1370811
750461.655525,1371955
750461.674190,1373178
750461.691511,1374313
750461.698045,1374742
750461.713867,1375779
750461.734202,1377111
750461.754415,1378436
750461.775835,1379840
750461.797254,1381243
750461.818674,1382647
750461.840093,1384051
750461.861513,1385455
750461.882932,1386858
750461.904352,1388262
750461.925771,1389666
750461.947191,1391069
750461.968610,1392473
750461.990030,1393877
750462.011449,1395281
750462.032869,1396684
750462.054288,1398088
750462.075708,1399492
750462.097127,1400896
750462.118547,1402299
750462.139966,1403703
750462.161386,1405107
750462.182805,1406510
750462.204225,1407914
750462.225644,1409318
750462.247064,1410722
750462.268483,1412125
750462.289903,1413529
750462.311322,1414933
750462.332742,1416337
750462.354161,1417740
750462.375581,1419144
750462.397000,1420548
750462.418420,1421951
750462.439839,1423355
750462.461259,1424759
750462.482678,1426163
750462.504098,1427566
750462.525517,1428970
750462.546937,1430374
750462.568356,1431778
750462.589776,1433181
750462.611195,1434585
750462.632615,1435989
750462.654034,1437392
750462.675454,1438796
750462.696873,1440200
750462.718293,1441604
750462.739712,1443007
750462.761132,1444411
750462.782551,1445815
750462.803971,1447219
750462.843861,1449833
750463.142084,1469377
750463.176160,1471610
750463.195738,1472893
750463.205561,1473537
750463.221478,1474580
750463.238397,1475689
750463.253532,1476681
750463.270117,1477767
750463.287719,1478921
750463.305787,1480105
750463.321461,1481132
750463.337693,1482196
750463.353514,1483233
750463.370500,1484346
750463.389493,1485591
750463.406256,1486689
750463.421334,1487677
750463.437554,1488740
750463.453847,1489808
750463.473549,1491099
750463.494176,1492451
750463.511895,1493612
750463.531086,1494870
750463.551285,1496194
750463.570029,1497422
750463.589617,1498706
750463.609906,1500035
750463.627742,1501204
750463.645862,1502392
750463.657450,1503151
750463.674601,1504275
750463.689571,1505256
750463.706007,1506333
750463.723201,1507460
750463.741452,1508656
750463.761011,1509938
750463.780326,1511204
750463.799187,1512440
750463.818239,1513689
750463.835967,1514850
750463.843609,1515351
750463.857688,1516274
750463.877319,1517560
750463.889710,1518372
750463.905980,1519439
750463.925524,1520720
750463.941827,1521788
750463.957491,1522814
750463.974265,1523914
750463.990350,1524968
750464.009836,1526245
750464.030166,1527577
750464.041650,1528330
750464.058139,1529410
750464.073633,1530426
750464.093671,1531739
750464.112774,1532991
750464.130463,1534150
750464.149244,1535381
750464.169240,1536691
750464.188568,1537958
750464.207276,1539184
750464.226225,1540426
750464.244140,1541600
750464.939845,1587193
750465.123020,1599197
750465.150254,1600982
750465.165632,1601990
750465.181872,1603054
750465.197558,1604082
750465.213628,1605135
750465.230521,1606242
750465.249485,1607485
750465.265922,1608562
750465.281497,1609583
750465.297621,1610640
750465.313506,1611681
750465.333548,1612994
750465.349592,1614046
750465.365723,1615103
750465.382234,1616185
750465.397523,1617187
750465.413808,1618254
750465.433548,1619548
750465.450255,1620643
750465.467644,1621782
750465.481834,1622712
750465.497948,1623768
750465.517524,1625051
750465.536083,1626267
750465.554439,1627470
750465.571716,1628603
750465.581592,1629250
750465.601525,1630556
750465.619987,1631766
750465.636646,1632858
750465.649778,1633719
750465.666137,1634791
750465.681842,1635820
750465.703840,1637261
750465.729857,1638966
750465.735801,1639356
750465.750793,1640339
750465.766702,1641381
750465.785554,1642617
750465.801769,1643679
750465.817639,1644719
750465.834137,1645800
750465.849516,1646808
750465.869579,1648123
750465.885607,1649174
750465.901522,1650217
750465.917958,1651294
750465.934286,1652364
750465.949894,1653387
750465.969617,1654679
750465.985535,1655722
750466.001580,1656774
750466.018422,1657878
750466.033942,1658895
750466.053614,1660184
750466.069535,1661227
750466.085934,1662302
750466.101528,1663324
750466.117796,1664390
750466.137609,1665689
750466.153525,1666732
750466.169713,1667792
750466.185615,1668835
750466.201511,1669876
750466.221619,1671194
750466.237542,1672238
750466.253948,1673313
750466.270227,1674380
750466.285586,1675386
750466.301940,1676458
750466.321611,1677747
750466.337704,1678802
750466.353478,1679835
750466.369847,1680908
750466.386202,1681980
750466.406097,1683284
750466.422007,1684327
750466.437841,1685364
750466.453642,1686400
750466.469481,1687438
750466.489627,1688758
750466.505470,1689796
750466.521787,1690866
750466.537535,1691898
750466.553668,1692955
750466.569812,1694013
750466.589929,1695331
750466.605514,1696353
750466.621558,1697404
750466.637552,1698452
750466.653822,1699519
750466.673842,1700831
750466.689583,1701862
750466.705539,1702908
750466.721731,1703969
750466.737502,1705002
750466.757684,1706325
750466.773579,1707367
750466.789656,1708420
750466.805572,1709463
750466.821540,1710510
750466.837619,1711564
750466.857679,1712878
750466.873651,1713925
750466.889568,1714968
750466.905686,1716024
750466.921638,1717070
750466.941676,1718383
750466.957529,1719422
750466.973638,1720478
750466.989680,1721529
750467.005892,1722591
750467.025858,1723900
750467.042708,1725004
750467.057583,1725979
750467.073910,1727049
750467.090005,1728104
750467.109660,1729392
750467.125616,1730438
750467.142386,1731537
750467.157770,1732545
750467.173686,1733588
750467.189591,1734630
750467.209629,1735943
750467.226126,1737024
750467.241576,1738037
750467.257751,1739097
750467.273617,1740137
750467.293577,1741445
750467.309716,1742503
750467.325567,1743541
750467.341702,1744599
750467.357521,1745635
750467.377805,1746965
750467.393818,1748014
750467.409624,1749050
750467.425864,1750114
750467.441612,1751146
750467.457593,1752194
750467.477588,1753504
750467.493596,1754553
750467.509582,1755601
750467.525814,1756665
750467.541802,1757712
750467.562135,1759045
750467.582455,1760376
750467.601756,1761641
750467.618958,1762769
750467.637257,1763968
750467.655676,1765175
750467.661736,1765572
750467.677674,1766617
750467.693659,1767664
750467.712388,1768892
750467.730103,1770053
750467.749066,1771295
750467.767976,1772535
750467.792570,1774146
750467.812122,1775428
750467.832371,1776755
750467.849879,1777902
750467.861958,1778694
750467.878280,1779763
750467.896404,1780951
750467.918150,1782376
750467.935272,1783498
750467.954132,1784734
750467.974401,1786063
750467.996288,1787497
750468.014569,1788695
750468.035393,1790060
750468.055032,1791347
750468.072668,1792503
750468.093467,1793866
750468.114981,1795276
750468.134278,1796540
750468.145708,1797289
750468.162456,1798387
750468.181684,1799647
750468.202710,1801025
750468.223319,1802376
750468.243559,1803702
750468.262147,1804920
750468.283082,1806292
750468.297715,1807251
750468.315440,1808413
750468.337187,1809838
750468.356707,1811117
750468.365613,1811701
750468.381755,1812759
750468.402619,1814126
750468.423991,1815527
750468.446260,1816986
750468.470424,1818570
750468.526438,1822240
750468.566432,1824861
750468.588247,1826291
750468.613043,1827916
750468.634141,1829299
750468.652459,1830499
750468.670088,1831655
750468.690284,1832978
750468.699914,1833609
750468.717720,1834776
750468.734784,1835894
750468.755074,1837224
750468.772936,1838395
750468.794208,1839789
750468.818867,1841405
750468.838416,1842686
750468.850019,1843446
750468.865749,1844477
750468.885752,1845788
750468.908070,1847251
750468.928496,1848589
750468.946725,1849784
750468.965833,1851036
750468.985667,1852336
750469.004795,1853590
750469.025692,1854959
750469.046949,1856352
750469.069765,1857847
750469.089193,1859121
750469.109070,1860423
750469.126755,1861582
750469.145649,1862820
750469.163698,1864003
750469.183434,1865297
750469.202763,1866563
750469.221281,1867777
750469.239163,1868949
750469.257907,1870177
750469.278214,1871508
750469.303438,1873161
750469.324401,1874535
750469.347421,1876044
750469.367215,1877341
750469.386975,1878636
750469.407379,1879973
750469.428836,1881379
750469.451068,1882836
750469.472534,1884243
750469.496299,1885800
750469.518982,1887287
750469.540193,1888677
750469.561884,1890098
