id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
1,753208.124635,216.36500000022352,1,11,0.5132068523251679,0.6282426399440157,1.3132762609291864,0.9975917662779491,3d gaze,1639.0961676591426,-7735.438957038943,47937.087416322014,753208.124635 753208.1306759999 753208.1358099999 753208.1396969999 753208.144566 753208.1509375 753208.1583455 753208.166131 753208.170505 753208.1755115 753208.179347 753208.1842479999 753208.1882505 753208.1928315 753208.1965379999 753208.2017854999 753208.2059935001 753208.2112469999 753208.215563 753208.2210354999 753208.2252199999 753208.2310515 753208.235388 753208.240245 753208.244095 753208.2493095 753208.2534419999 753208.2588195 753208.2629375 753208.268653 753208.273057 753208.2787154999 753208.2829829999 753208.288092 753208.2922729999 753208.2983889999 753208.3026739999 753208.3083599999 753208.312594 753208.3170335 753208.3226765 753208.3277779999 753208.332095 753208.3360774999 753208.341
2,753208.3461675,219.96049990411848,11,22,0.5082818698603575,0.6308142062101085,1.283153556143012,0.9965883227104836,3d gaze,331.3169240564221,-2303.0157215439976,13734.42434740885,753208.3461675 753208.3508969999 753208.3548264999 753208.3605460001 753208.366503 753208.370854 753208.374537 753208.380382 753208.3860625001 753208.390018 753208.3943705 753208.399824 753208.4050505001 753208.4091759999 753208.4129255 753208.4184574999 753208.423745 753208.4278815 753208.431964 753208.4369775 753208.442056 753208.4464465 753208.4504145 753208.4557805 753208.461007 753208.4655899999 753208.4701004999 753208.475484 753208.480753 753208.4849169999 753208.4888785 753208.4939969999 753208.50049 753208.5049564999 753208.508962 753208.5143985 753208.5200145 753208.524188 753208.5281095 753208.5343160001 753208.5395575 753208.543657 753208.5475365 753208.552923 753208.5579659999 753208.562207 753208.5661279999
3,753208.5710789999,219.09150015562773,22,35,0.5046118181669011,0.6230240156219319,0.751970472809985,0.9963906851220639,3d gaze,84.9744434175531,-866.5330135161182,5364.932298378715,753208.5710789999 753208.5767145 753208.5813394999 753208.5856775 753208.59083 753208.5955 753208.599637 753208.6037465 753208.609857 753208.6149210001 753208.619053 753208.6228499999 753208.6280115 753208.6329564999 753208.6368354999 753208.6404275 753208.6463035 753208.651242 753208.655478 753208.6594105 753208.6646975 753208.6700319999 753208.6744105 753208.678774 753208.6837235 753208.688964 753208.6930805 753208.697261 753208.7029845 753208.708337 753208.71261 753208.717185 753208.7225800001 753208.727797 753208.732883 753208.7375995 753208.7425444999 753208.748314 753208.7527385 753208.757011 753208.7622165 753208.7674759999 753208.7716625 753208.7756675 753208.78117 753208.7864280001 753208.7901705
4,753208.871402,215.44950001407415,39,52,0.4797334298581156,0.6688398356466341,1.2337828541455695,0.9890927215417226,3d gaze,-1258.4623907640462,-10558.450533180361,51805.27113612323,753208.871402 753208.876658 753208.8823215 753208.8862145001 753208.8911669999 753208.895494 753208.9010225 753208.905075 753208.9106254999 753208.915394 753208.919228 753208.9250405 753208.930469 753208.934458 753208.938543 753208.9438765 753208.9494205 753208.9537625 753208.958119 753208.9643645 753208.9695345 753208.973842 753208.9775135 753208.983302 753208.9886415 753208.992716 753208.9966525 753209.002093 753209.0078970001 753209.0120715001 753209.0162815 753209.0219874999 753209.0266539999 753209.0307855001 753209.034943 753209.040243 753209.0460864999 753209.050371 753209.0542305 753209.0597425001 753209.065204 753209.0699765 753209.0747495 753209.0804175 753209.0868515
5,753209.1958865,215.15599999111146,59,72,0.4856619416007259,0.7585366958750571,1.2997495479484933,0.9987405499686366,3d gaze,-1354.8167472338212,-26485.607741615997,90413.67923834705,753209.1958865 753209.2013405 753209.2073055 753209.211456 753209.2155309999 753209.2207025 753209.2259819999 753209.2301215 753209.2342605 753209.2396539999 753209.24475 753209.2495185 753209.253624 753209.2584470001 753209.2636134999 753209.2680675 753209.272184 753209.2775315 753209.283923 753209.288585 753209.2927605 753209.2984819999 753209.3042184999 753209.3082524999 753209.3122169999 753209.3180219999 753209.32335 753209.3271994999 753209.3308384999 753209.3361765 753209.3410914999 753209.3454225 753209.3492645 753209.3545349999 753209.359592 753209.364111 753209.3681495 753209.3732314999 753209.378132 753209.3822985 753209.3868515 753209.3915005 753209.3968105 753209.4008444999 753209.405571 753209.4110424999
6,753209.4165449999,216.7115000775084,72,84,0.4829486050783088,0.7635900958369403,0.3492735471098191,0.99668698551807,3d gaze,-62.131540208373316,-966.0074518577351,3244.4333247431755,753209.4165449999 753209.420699 753209.4246525 753209.4293525 753209.4345849999 753209.4384635 753209.442183 753209.447292 753209.4532885 753209.4573725 753209.461201 753209.4658369999 753209.4708789999 753209.4745149999 753209.4785605 753209.4833575 753209.4882390001 753209.4919465 753209.4971735 753209.5017820001 753209.5069995 753209.5109875 753209.516183 753209.5204080001 753209.5253355 753209.5292354999 753209.5348680001 753209.539246 753209.5446845 753209.5487255 753209.5544495 753209.558795 753209.5640125 753209.567874 753209.5733004999 753209.577608 753209.5830679999 753209.587434 753209.592163 753209.596394 753209.6006765 753209.6069799999 753209.6120145 753209.6172505 753209.6214894999 753209.627245 753209.6332565
7,753209.638184,216.64949995465577,85,98,0.48427515405261207,0.7681620097259639,0.39500861588630426,0.9956482019689348,3d gaze,-65.17453687603054,-1161.2037313471053,3838.8075429205564,753209.638184 753209.6434215 753209.649442 753209.6558035 753209.660694 753209.665032 753209.6712100001 753209.676639 753209.6818540001 753209.685835 753209.691136 753209.696282 753209.7004525 753209.7046254999 753209.7097644999 753209.715063 753209.7188319999 753209.7230895 753209.7278499999 753209.7342675 753209.7392395 753209.7434080001 753209.7483135001 753209.7541809999 753209.7583935 753209.761982 753209.767174 753209.7726050001 753209.7768240001 753209.781251 753209.7869495 753209.793422 753209.797943 753209.802194 753209.8077014999 753209.8131164999 753209.8171214999 753209.8210265 753209.8260794999 753209.831646 753209.835896 753209.8398084999 753209.8447895 753209.8503665 753209.8548335
8,753209.8588705,153.54149998165667,98,107,0.48752099576023566,0.7723451139159727,1.3408016240642506,0.9998767213387922,3d gaze,-33.55166808428166,-866.8546433127855,2842.1546506592017,753209.8588705 753209.8639354999 753209.869434 753209.8736330001 753209.8774875 753209.8827395 753209.8883074999 753209.8925685 753209.8967925 753209.901955 753209.9070039999 753209.9108984999 753209.91533 753209.920554 753209.9257115 753209.9296295 753209.9341849999 753209.9395435 753209.944526 753209.9486425 753209.953655 753209.9593024999 753209.9645245 753209.968452 753209.9736405 753209.97801 753209.9836355001 753209.987746 753209.9929385 753209.9973695 753210.0017804999 753210.007005 753210.012412
9,753210.016636,85.6134999776259,108,113,0.48544697134933235,0.8033481874375926,1.3987006291819093,0.99250601781042,3d gaze,-26.949231830326585,-594.37010307324,1753.9676629745143,753210.016636 753210.0213309999 753210.0265619999 753210.031471 753210.035805 753210.040114 753210.045648 753210.0507695 753210.0548765 753210.05904 753210.0643094999 753210.0698299999 753210.074094 753210.078252 753210.0840995 753210.089231 753210.09329 753210.0971425 753210.1022495
10,753210.1070925,142.526000039652,113,121,0.4854303945198012,0.829438540894966,1.2710210961790394,0.999246645358301,3d gaze,-20.588953336831736,-479.3165220877472,1308.9253636188128,753210.1070925 753210.1107985 753210.1147169999 753210.119872 753210.1247749999 753210.1290315001 753210.133102 753210.1388195 753210.1446420001 753210.150365 753210.1543254999 753210.1594685 753210.1650179999 753210.1693675 753210.1740095 753210.178861 753210.1841685 753210.1883479999 753210.1921975 753210.1976605 753210.203256 753210.2073049999 753210.2114029999 753210.2169095 753210.222481 753210.2266315 753210.2306639999 753210.2361575 753210.2418355 753210.2458255 753210.2496185
