id,start_timestamp,duration,end_timestamp,start_frame_index,index,end_frame_index,confidence,filter_response,base_data
7,753402.288544,0.23901899997144938,753402.527563,9165,9171,9178,0.5629007360967655,0.5271356576045996 0.5526279574449072 0.5702060134868325 0.6174831172576954 0.6594446878384957 0.71252031508358 0.7369839156661266 0.7627734546853935 0.7819318204359471 0.7836355330154441 0.7529394209011192 0.671638171512866 0.654568947106302 0.6494201090145076 0.5605134054412229 0.5295745943316618 0.4329051925463218 0.34366803239346266 0.2426579313833616 0.17928553280523948 0.08687359446546665 -0.014060950131542557 -0.11303881572634866 -0.16402341540696402 -0.21298685314296606 -0.3123829807859733 -0.4052178411734478 -0.5062279421835488 -0.5919042877438346 -0.6785879518008245 -0.7639247104336772 -0.7855429921941162 -0.7940671487417661 -0.7769505448138616 -0.797838428914947 -0.7951804730562965 -0.7688822174248786 -0.7585434984133024 -0.7111768612411816 -0.6713145662493705 -0.6208095157443199 -0.5903815163204267,753402.288544 753402.290469 753402.296654 753402.29912 753402.306382 753402.310195 753402.313488 753402.319439 753402.320863 753402.327846 753402.33243 753402.341977 753402.3493519999 753402.3551619999 753402.357483 753402.366668 753402.3728059999 753402.380201 753402.385308 753402.391477 753402.397762 753402.404707 753402.411708 753402.414581 753402.425973 753402.429584 753402.43783 753402.44259 753402.452219 753402.455757 753402.4654089999 753402.468654 753402.481613 753402.482895 753402.495192 753402.499355 753402.50303 753402.507194 753402.511101 753402.517123 753402.520851 753402.525817
8,753482.517208,0.20721400005277246,753482.724422,12893,12898,12903,0.4071932478549858,0.514714794599002 0.5259302785004787 0.547852799749705 0.5661188087095812 0.5735770932278134 0.5489571990315245 0.5643062108621338 0.5609794799654055 0.5171952264403942 0.5139959742250954 0.4847590319964506 0.3941620520797528 0.3560871962990392 0.25763520923960975 0.1590735315717801 0.12909263864344353 0.031339811056893783 -0.06298931369241505 -0.09812477116283448 -0.19913487217293546 -0.22594345514381892 -0.2581720659913868 -0.35908933728275355 -0.4000116436855185 -0.4438566861839712 -0.47586877551832435 -0.4974396974075809 -0.49869860771194907 -0.5249586441226564 -0.538456203231776 -0.5251394057441124 -0.5390801554904928 -0.544636208473902,753482.517208 753482.523707 753482.525212 753482.530514 753482.535909 753482.537196 753482.5473549999 753482.550481 753482.5542209999 753482.561749 753482.568457 753482.57618 753482.581023 753482.590095 753482.599087 753482.605286 753482.619157 753482.61927 753482.634403 753482.638091 753482.646905 753482.648971 753482.661866 753482.666184 753482.674865 753482.685792 753482.690224 753482.697147 753482.697495 753482.707892 753482.714699 753482.716224 753482.7243219999
9,753483.194958,0.2318070000037551,753483.426765,12927,12933,12940,0.55372549587845,0.5117029259819171 0.5597130825941207 0.6102181330991712 0.6220019198401462 0.6725069703451967 0.6925837278138081 0.7414679745003004 0.7531798356483254 0.7588216944549168 0.7513963796046397 0.7407805966983287 0.7066764957147765 0.6617487361107559 0.6309367524627482 0.5307875682983734 0.4297774672882723 0.3290368786136308 0.28454730275315004 0.183537201743049 0.08300418473866984 -0.01789476565026733 -0.11861119036109015 -0.2194837039828346 -0.3192463580465122 -0.418435061525701 -0.44200263500765086 -0.5430127360177519 -0.5837989181352385 -0.6836274594140777 -0.7206232767285723 -0.7319069943417552 -0.7438755197129214 -0.7563351090883114 -0.7512331351260092 -0.7296513318186204 -0.7153330344516995 -0.6665498176381015 -0.6146067448711328 -0.5646407190370011,753483.194958 753483.198939 753483.203566 753483.206563 753483.212899 753483.213624 753483.220324 753483.22178 753483.230935 753483.231333 753483.2392579999 753483.240308 753483.254377 753483.259758 753483.270267 753483.278584 753483.285166 753483.292817 753483.297557 753483.309355 753483.310664 753483.323569 753483.326613 753483.3390639999 753483.343629 753483.35109 753483.354446 753483.365377 753483.374876 753483.377902 753483.38737 753483.389871 753483.394307 753483.400225 753483.401649 753483.409561 753483.409781 753483.419003 753483.420148
10,753486.04307,0.2673109999159351,753486.3103809999,13062,13069,13077,0.5703514449340187,0.5247593135712596 0.5752643640763101 0.6257694145813606 0.6758717062665228 0.7263767567715733 0.77370239618323 0.8242074466882803 0.8355026015703869 0.8633727641392983 0.8262233701603262 0.8765581229704479 0.876651572888144 0.896479584140965 0.8027808341562481 0.7118460353727116 0.6256511463241502 0.53190075558259 0.4424304148345642 0.3587031531997761 0.2677222591640129 0.26481931813933623 0.1760655516556056 0.0897897700096863 -0.011220331000414712 -0.09151085203450131 -0.18577060058969425 -0.28358868623126626 -0.3736862544831361 -0.47469635549323713 -0.4860609642769653 -0.5757536213189964 -0.5750877473695686 -0.6657701274967531 -0.7048820483158702 -0.7905536296998565 -0.7503180499937322 -0.7142675914255963 -0.691164527795609 -0.65517889782764 -0.6136335904322059 -0.5976942186777812 -0.559298538115367 -0.5796471413133835 -0.5432311507584583,753486.04307 753486.050881 753486.053744 753486.06025 753486.062801 753486.067281 753486.074362 753486.074393 753486.083362 753486.083962 753486.0917989999 753486.1010189999 753486.101409 753486.1137699999 753486.114696 753486.128352 753486.130961 753486.141742 753486.142896 753486.154849 753486.156087 753486.163745 753486.167793 753486.177421 753486.183366 753486.190128 753486.196387 753486.204116 753486.212745 753486.217267 753486.222679 753486.231579 753486.234741 753486.244601 753486.255573 753486.259421 753486.2660899999 753486.2665639999 753486.276414 753486.282287 753486.283287 753486.293252 753486.300421 753486.302246
11,753488.831257,0.2319419999839738,753489.063199,13200,13206,13212,0.5253087249586521,0.5147693918659778 0.566748567587734 0.6172536180927846 0.6300703018372531 0.6421944546477706 0.6926995051528212 0.7108607218383254 0.7613657723433758 0.7671015266433949 0.7521304175459697 0.7381695587578165 0.7097842314379103 0.6184936641795186 0.5842812060831792 0.4897139336849723 0.3984946361217854 0.3473611088226279 0.2467567920196877 0.15271678291123106 0.05170668190113007 0.00825267675475098 -0.09202953714988996 -0.18870087458101734 -0.28971097559111825 -0.38963235260936285 -0.4139819745252756 -0.43823028014631055 -0.5392403811564115 -0.5755628145274198 -0.676572915537521 -0.6880444241375593 -0.6937629695243023 -0.693440794377949 -0.6959467241610863 -0.6648807411594543 -0.6604453668387117 -0.6228259735574494 -0.5915343779443359 -0.5715712456322408,753488.831257 753488.83846 753488.838631 753488.848019 753488.851082 753488.855584 753488.862795 753488.864942 753488.871408 753488.872094 753488.8796699999 753488.880441 753488.893696 753488.898661 753488.91048 753488.91774 753488.922031 753488.9316 753488.93616 753488.947036 753488.94785 753488.963411 753488.964009 753488.977175 753488.980351 753488.989325 753488.990505 753489.00275 753489.002802 753489.0186129999 753489.022026 753489.027447 753489.032608 753489.036738 753489.043281 753489.044121 753489.051779 753489.052992 753489.060526
12,753489.7399469999,0.23677600000519305,753489.9767229999,13241,13247,13253,0.5460988552327807,0.5203727682209096 0.57087781872596 0.6219330261229585 0.6724380766280091 0.7229431271330594 0.7418867701857681 0.7391343099552825 0.7428754556913216 0.714032828291222 0.7645378787962724 0.7537012064950283 0.7198063089629464 0.692649114276288 0.5916390132661867 0.490628912256086 0.38961881124598485 0.2886087102358839 0.18883403891251221 0.08782393790241125 0.07152947802264611 0.01809995115154603 -0.08291014985855498 -0.1829435384539433 -0.28395363946404434 -0.3849637404741453 -0.4859738414842463 -0.5869839424943473 -0.6248712285997646 -0.6277410497219524 -0.6479533670779078 -0.6511366344111985 -0.7521467354212996 -0.7690319787022691 -0.7596781300720892 -0.7717292680829811 -0.7212242175779306 -0.6707191670728802 -0.6202141165678298 -0.5697090660627793,753489.7399469999 753489.741898 753489.750687 753489.7520089999 753489.759525 753489.760353 753489.768691 753489.771602 753489.7765329999 753489.78529 753489.790259 753489.793286 753489.807962 753489.808968 753489.81955 753489.822854 753489.833526 753489.838675 753489.8451179999 753489.852952 753489.855977 753489.8673169999 753489.870996 753489.8803269999 753489.888003 753489.892769 753489.902126 753489.905074 753489.913033 753489.919648 753489.923379 753489.92983 753489.942656 753489.944752 753489.951993 753489.959802 753489.963188 753489.967042 753489.972617
13,753490.952698,0.22807499999180436,753491.180773,13293,13299,13305,0.495557384712199,0.5011224702999825 0.5109739753028396 0.56147902580789 0.5702172709343684 0.5846011800983302 0.631868680898646 0.6535609033156489 0.6602502212163739 0.6689599671970006 0.6602254754585946 0.6627083340297337 0.6406484292231921 0.5971097287726417 0.5610786276855144 0.46006852667541354 0.4201361929255046 0.31912609191540364 0.22595293904480157 0.12494283803470053 0.023932737024599485 -0.07707736398550151 -0.17808746499560246 -0.2790975660057035 -0.2988005760114178 -0.39981067702151873 -0.4241061583912786 -0.45287397671920215 -0.5522653028769358 -0.5956497477109416 -0.6076635635811304 -0.6228432394258195 -0.6338032873210777 -0.6387690044633563 -0.6451436760670504 -0.6278309380386108 -0.6231371746139591 -0.5726321241089085 -0.5626251618643724,753490.952698 753490.961298 753490.963228 753490.968852 753490.9722569999 753490.978514 753490.982911 753490.986198 753490.992804 753490.995776 753491.002763 753491.003449 753491.0188 753491.021448 753491.03165 753491.03535 753491.046643 753491.056099 753491.062952 753491.068443 753491.074627 753491.085472 753491.088691 753491.097405 753491.1001169999 753491.11136 753491.116473 753491.119202 753491.133358 753491.134781 753491.140376 753491.147736 753491.150521 753491.15714 753491.160646 753491.164198 753491.168606 753491.174513
14,753528.600556,0.2089429999468848,753528.809499,15001,15006,15011,0.4736337381793427,0.5193578364990988 0.5356519913550388 0.5866058828972617 0.5999501376558846 0.6036976442310353 0.6254563222857438 0.6153930112194536 0.6153930112194536 0.5757951260442686 0.597006185450819 0.597006185450819 0.5723049248937405 0.49159081351745015 0.4584241885823515 0.35741408757225046 0.2628147826746338 0.1618046816645328 0.0628790514129662 -0.038131049597134814 -0.13844062143166047 -0.2308340070731631 -0.26988650024619765 -0.3683728352347628 -0.40096114494664287 -0.5019712459567439 -0.5286597554739897 -0.5347756255162704 -0.5782929816256871 -0.5732613260925418 -0.5730745287482186 -0.5531249414416277 -0.6010550080753337 -0.601055008075334 -0.5859789313317552 -0.5760658600943258 -0.558327338868143,753528.600556 753528.60432 753528.609986 753528.613568 753528.617277 753528.623797 753528.624123 753528.633007 753528.633763 753528.641178 753528.647954 753528.650781 753528.656752 753528.664091 753528.669691 753528.679394 753528.683207 753528.691807 753528.6957619999 753528.706733 753528.710637 753528.72033 753528.723508 753528.737174 753528.73881 753528.7469939999 753528.753958 753528.756284 753528.763754 753528.773223 753528.7734909999 753528.7806609999 753528.789403 753528.7905679999 753528.797041 753528.803909
15,753577.610051,0.21094899997115135,753577.821,17093,17098,17104,0.5478381568714483,0.5476797977405734 0.5981848482456237 0.6510557997632875 0.6625504540326889 0.7130555045377395 0.7222667792483078 0.7235488932194402 0.7367119093516709 0.7185290819849479 0.7185290819849479 0.7326835113725125 0.6327784052181574 0.6053965070413669 0.5089788716631555 0.48102553437975504 0.3800319480707265 0.2806505620411266 0.1822890445973253 0.08142806658157978 -0.016656587287239972 -0.11761515436229503 -0.2173593279757567 -0.3183694289858577 -0.41937952999595873 -0.5203896310060596 -0.5453341615446378 -0.6463442625547386 -0.6647668119758757 -0.6745023787749624 -0.7056249322696011 -0.6975261933054433 -0.6975261933054433 -0.7200578207100128 -0.6695527702049623 -0.6673744130998998 -0.6257722133720611 -0.6334031135001048 -0.5829204358091943,753577.610051 753577.613768 753577.619587 753577.622338 753577.626645 753577.633347 753577.63403 753577.641719 753577.642966 753577.650426 753577.6535959999 753577.657087 753577.667236 753577.670988 753577.683401 753577.687497 753577.696996 753577.700217 753577.710671 753577.715472 753577.723794 753577.728036 753577.738318 753577.741602 753577.753748 753577.757569 753577.766496 753577.773454 753577.774489 753577.780261 753577.789266 753577.793563 753577.796996 753577.801963 753577.804288 753577.81216 753577.8133329999 753577.820856
16,753590.487209,0.2483109999448061,753590.73552,17642,17648,17654,0.6104946929944732,0.5092035521272162 0.5597086026322667 0.6102136531373173 0.6607187036423677 0.7112237541474185 0.7593170682700902 0.8098221187751409 0.861780475015924 0.8759728438421126 0.8571081817998232 0.8699730978113636 0.8654612850907278 0.7803720332401374 0.7514058466155524 0.6503957456054514 0.5660771938531489 0.4655847080072173 0.3645746069971162 0.33065803761660756 0.23139979839551633 0.13064913713797474 0.0296390361278738 -0.07035172912582906 -0.1713618301359301 -0.2723719311460311 -0.3713335559803037 -0.47234365699040465 -0.570631373046766 -0.6716414740568671 -0.7717840956896453 -0.8001688333420224 -0.8103157992560857 -0.8360456312791671 -0.8407038546817874 -0.822040502495758 -0.8198208074623088 -0.7693157569572584 -0.7521938049678051 -0.701556182293499 -0.6510511317884484 -0.6319799813491624 -0.5825056938344277,753590.487209 753590.4925459999 753590.49398 753590.50159 753590.5043029999 753590.510906 753590.512086 753590.518619 753590.523407 753590.528498 753590.536496 753590.539243 753590.546342 753590.555691 753590.558138 753590.57082 753590.5715269999 753590.583763 753590.586353 753590.59864 753590.599103 753590.610889 753590.612094 753590.6230809999 753590.625963 753590.638771 753590.642226 753590.652654 753590.6579849999 753590.66455 753590.675747 753590.676076 753590.684018 753590.686458 753590.693518 753590.7003179999 753590.703821 753590.7104999999 753590.717874 753590.721592 753590.727842 753590.730657
17,753596.577741,0.22371900000143796,753596.80146,17920,17926,17933,0.5164181098469312,0.5063113849317421 0.5568164354367925 0.6063811865464841 0.6568862370515347 0.7090231965031522 0.7129928410745446 0.7353571806330516 0.7520239634566064 0.7525050652211188 0.7382015389010788 0.6517440597753296 0.6177115059731279 0.6061449940804885 0.5180490822549425 0.42577552302178756 0.33869701130685226 0.31717020594236994 0.22447476924796472 0.12377323666732898 0.07409748704868473 -0.026912613961416285 -0.12076933276651745 -0.16226043360223022 -0.2632705346123312 -0.35922272394223004 -0.45786526223446944 -0.5578960378585616 -0.5658353270013463 -0.6000840766471033 -0.6334176422942133 -0.6693397400613347 -0.6793156650437004 -0.6579158583073536 -0.6564415746134034 -0.6727299457204311 -0.6480532735844904 -0.6136288277386264 -0.5909869558239075 -0.5802235531416661,753596.577741 753596.578022 753596.587434 753596.588242 753596.594863 753596.595192 753596.6022569999 753596.606119 753596.610083 753596.6152 753596.619508 753596.631292 753596.631656 753596.641333 753596.646114 753596.656076 753596.658925 753596.66561 753596.672895 753596.679666 753596.686182 753596.690071 753596.7005639999 753596.705614 753596.713011 753596.717845 753596.7251779999 753596.731118 753596.73769 753596.74468 753596.754735 753596.7625579999 753596.765218 753596.773025 753596.776596 753596.784211 753596.784232 753596.7916 753596.793902
18,753597.387674,0.24191199999768287,753597.629586,17959,17965,17972,0.5082932680185321,0.5456610500231746 0.5717681741867813 0.622927873342608 0.6365312005928477 0.6773979271695277 0.6800163772765242 0.6752588753516373 0.6956336063335989 0.7257061785889743 0.7292253391810414 0.7317940675750201 0.638312166592581 0.6075561179989329 0.5070510674938824 0.4828424352837035 0.3867480828553444 0.28652096712309355 0.24822016858220608 0.15993285660921228 0.06308467701357334 0.012326077412244053 -0.08624691911742183 -0.18582736659855795 -0.23804161492577125 -0.3390517159358723 -0.3762501589392474 -0.47244109798516315 -0.48438589288083617 -0.5040816624123823 -0.5448311243763057 -0.6344577768000871 -0.6593004747991037 -0.7351725697433735 -0.6962425173540626 -0.6959223331877844 -0.6464273836928347 -0.6563204853531798 -0.6030809664073125 -0.5541418864579624 -0.5349914871875185,753597.387674 753597.387774 753597.39449 753597.398555 753597.40415 753597.407717 753597.41111 753597.417886 753597.419508 753597.42687 753597.429852 753597.4386989999 753597.447255 753597.456374 753597.460355 753597.46881 753597.476374 753597.481749 753597.490089 753597.492376 753597.502801 753597.5060919999 753597.517322 753597.517533 753597.533126 753597.534992 753597.544991 753597.550941 753597.5544809999 753597.565252 753597.566353 753597.581406 753597.583061 753597.593743 753597.595771 753597.604362 753597.606537 753597.613767 753597.620517 753597.621783
19,753598.37615,0.2210809999378398,753598.597231,18006,18010,18015,0.5534930240860982,0.5379935737279967 0.587557792008288 0.6380628425133384 0.663395811635392 0.7139008621404423 0.7644059126454928 0.7779516593537398 0.7933739996400423 0.7928992742037272 0.7843795608789974 0.772442961913669 0.6747674909208967 0.5802040747625866 0.5725379309736136 0.48261324930528393 0.38836291105915993 0.2935100240403975 0.22828915148929244 0.12727905047919144 0.026268949469090353 -0.007819107841274417 -0.10128653305760245 -0.20229663406770348 -0.30216582390807806 -0.40317592491817894 -0.4554644099651534 -0.5564745109752545 -0.6574846119853553 -0.6845761054018492 -0.7154207859744541 -0.7351948676484744 -0.7505607975651261 -0.7705096587740988 -0.7266738683037058 -0.6890621875022372 -0.7048102619202331 -0.6764760500987252 -0.6394905251216287 -0.596595825764856 -0.5639853894893034,753598.37615 753598.37663 753598.383298 753598.387787 753598.390874 753598.396332 753598.400073 753598.4068379999 753598.407643 753598.415466 753598.417783 753598.426533 753598.4302 753598.43988 753598.440487 753598.4501189999 753598.45556 753598.461776 753598.467775 753598.471427 753598.480859 753598.485852 753598.494358 753598.495828 753598.507441 753598.5130939999 753598.5202 753598.525559 753598.532955 753598.537543 753598.545349 753598.549563 753598.55563 753598.562621 753598.566633 753598.56991 753598.575937 753598.57936 753598.586759 753598.588701
20,753607.063786,0.19066199997905642,753607.254448,18372,18377,18383,0.5031378214713583,0.5483148266085891 0.6044696233890265 0.6528217240214339 0.6621378537909386 0.6729094125332691 0.6859555172374731 0.6800620869129571 0.6662157734106842 0.6767197768612861 0.5757096758511852 0.5431339779503463 0.5198245175572753 0.47707563915609685 0.37606553814599586 0.27556048764094526 0.17455038663084424 0.07947908170267155 -0.021531019307429438 -0.12254112031753046 -0.2215533157794587 -0.24863284290712312 -0.29006593968157895 -0.3910760406916799 -0.4920861417017809 -0.5920197677755604 -0.6106520273145697 -0.6321951447992306 -0.6572772531975373 -0.6542458934190271 -0.6473227366678908 -0.6901827059457044 -0.6396776554406539 -0.6241473822478103 -0.6124926520512747 -0.5911182128506854,753607.063786 753607.069634 753607.075783 753607.078366 753607.084031 753607.085396 753607.091691 753607.093311 753607.10381 753607.104098 753607.116102 753607.119263 753607.123774 753607.1358929999 753607.1381999999 753607.144764 753607.150979 753607.153961 753607.165166 753607.166799 753607.17513 753607.179894 753607.190389 753607.1966799999 753607.198998 753607.209764 753607.210829 753607.21635 753607.223309 753607.224178 753607.229953 753607.2365379999 753607.239498 753607.246007 753607.253404
21,753608.075742,0.45850499998778105,753608.534247,18425,18439,18453,0.39716782662000283,0.5109100057701667 0.5614150562752172 0.6119201067802676 0.662425157285318 0.7129302077903686 0.7635065039079393 0.8140115544129898 0.8499266582386457 0.8338558389781785 0.8443285195613232 0.8475946524025297 0.8317831036836267 0.7494887286782322 0.7381487634500222 0.7392222971640913 0.7097716625246636 0.6228038589115595 0.5403460016314021 0.4571921697930448 0.37129771337757933 0.28164661702876853 0.19149794230950717 0.10482641592563524 0.01499279088837451 -0.07260582252793119 -0.15449370589729988 -0.22638005931778862 -0.2768851098228391 -0.3555241359905064 -0.42537117792879303 -0.37577779311266213 -0.40626665865675976 -0.38744574249536706 -0.35685752317663455 -0.29327887417594645 -0.2610064170080625 -0.23611027177789723 -0.19569933564676553 -0.1227738294306585 -0.07918905130375359 -0.013891488637139847 0.056887323183689865 0.09893648499961387 0.13661976882746263 0.17258221796044995 0.20123936702487039 0.23466651161557528 0.2614707349337079 0.3042333407645844 0.30423334076458436 0.31050129208981786 0.3637752216356849 0.274225581425124 0.2327040406292101 0.15976000278718205 0.08333266243117537 0.009751294399047433 -0.06579752791504243 -0.13605174360345898 -0.21426603389579002 -0.2929167107386818 -0.31595946604449926 -0.3922921453450965 -0.46564196438395 -0.47849981112816253 -0.48225114220770254 -0.4914999262083124 -0.47983644813727305 -0.4831557291531113 -0.4906036024802586 -0.5551730763489272 -0.6054931236696689 -0.5790696263230026 -0.6546899079268508 -0.6127609573425545 -0.5784773711198387,753608.075742 753608.07837 753608.083279 753608.089548 753608.090445 753608.100113 753608.102195 753608.107553 753608.110419 753608.114584 753608.124894 753608.127367 753608.137985 753608.142494 753608.14863 753608.1516399999 753608.16363 753608.166328 753608.177035 753608.178836 753608.1915119999 753608.1941719999 753608.203328 753608.2075959999 753608.214731 753608.223574 753608.22984 753608.2367819999 753608.241945 753608.253838 753608.256896 753608.26354 753608.268717 753608.275255 753608.281598 753608.290757 753608.296869 753608.3041129999 753608.310592 753608.311713 753608.32751 753608.330373 753608.335157 753608.338723 753608.345964 753608.349208 753608.353766 753608.35789 753608.368413 753608.371055 753608.382754 753608.388565 753608.397031 753608.402152 753608.4064859999 753608.416413 753608.4185799999 753608.4277369999 753608.429392 753608.440903 753608.44199 753608.4527809999 753608.453654 753608.468061 753608.4694289999 753608.476715 753608.478815 753608.484227 753608.49006 753608.494558 753608.499873 753608.508558 753608.516104 753608.5164269999 753608.525625 753608.532925
22,753609.612514,0.26743999996688217,753609.879954,18510,18517,18525,0.5255486360581882,0.5276811757891734 0.5635957196924087 0.6045565523701149 0.6399402567049134 0.6851298823919829 0.726876852168907 0.706945518002841 0.6267575401484906 0.6595770931413869 0.5880267156501594 0.5213550220842899 0.44523122997061004 0.40865643518205685 0.36986787474932187 0.28959496417846425 0.19896004849425555 0.12372357687980319 0.0988301381995498 0.08201132887459629 -0.010925750468332543 -0.10954528678629274 -0.19956101906502033 -0.2888575189531225 -0.37915223709342605 -0.46657064881069643 -0.5574931784599493 -0.6507132654728087 -0.7443050446422188 -0.7679938681100674 -0.7581229629064175 -0.7773738691082384 -0.7635268098353207 -0.7522553457331248 -0.7363526218042299 -0.7125904173739099 -0.7075706010047317 -0.6774217077110235 -0.6466569268476565 -0.6312038868499007 -0.6329888436138666 -0.6412091514005699 -0.5933338277196535,753609.612514 753609.615839 753609.6204359999 753609.62563 753609.629415 753609.637319 753609.637748 753609.652149 753609.65516 753609.666282 753609.671572 753609.679796 753609.688652 753609.691111 753609.704305 753609.708922 753609.7154999999 753609.725058 753609.729365 753609.7402519999 753609.744535 753609.755474 753609.7634459999 753609.767172 753609.775259 753609.78005 753609.789535 753609.791068 753609.802133 753609.806306 753609.818109 753609.818921 753609.8313879999 753609.834313 753609.841714 753609.845902 753609.849992 753609.854761 753609.859897 753609.8673769999 753609.870778 753609.874683
